# Finite Temperature QED corrections for d2P_int/dT2. [d2P_int/dT2] = MeV^2
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    dP2_int/dT2 (e^4)    dP2_int/dT2 (e^5)    
4.866675E-02        -7.318088E-08        2.328072E-09        -8.331252E-08        -1.107848E-08        
4.862304E-02        -7.249646E-08        2.299161E-09        -8.316467E-08        -1.105846E-08        
4.857936E-02        -7.181785E-08        2.270581E-09        -8.301707E-08        -1.103848E-08        
4.853572E-02        -7.114501E-08        2.242328E-09        -8.286973E-08        -1.101854E-08        
4.849212E-02        -7.047790E-08        2.214399E-09        -8.272263E-08        -1.099863E-08        
4.844856E-02        -6.981648E-08        2.186791E-09        -8.257579E-08        -1.097876E-08        
4.840503E-02        -6.916069E-08        2.159500E-09        -8.242919E-08        -1.095893E-08        
4.836155E-02        -6.851050E-08        2.132524E-09        -8.228285E-08        -1.093914E-08        
4.831811E-02        -6.786587E-08        2.105858E-09        -8.213676E-08        -1.091938E-08        
4.827470E-02        -6.722674E-08        2.079499E-09        -8.199091E-08        -1.089966E-08        
4.823134E-02        -6.659309E-08        2.053445E-09        -8.184532E-08        -1.087997E-08        
4.818801E-02        -6.596487E-08        2.027692E-09        -8.169997E-08        -1.086032E-08        
4.814472E-02        -6.534204E-08        2.002237E-09        -8.155487E-08        -1.084071E-08        
4.810147E-02        -6.472455E-08        1.977076E-09        -8.141002E-08        -1.082113E-08        
4.805826E-02        -6.411236E-08        1.952207E-09        -8.126542E-08        -1.080160E-08        
4.801509E-02        -6.350545E-08        1.927627E-09        -8.112106E-08        -1.078209E-08        
4.797196E-02        -6.290375E-08        1.903333E-09        -8.097695E-08        -1.076263E-08        
4.792886E-02        -6.230724E-08        1.879321E-09        -8.083309E-08        -1.074319E-08        
4.788581E-02        -6.171588E-08        1.855589E-09        -8.068947E-08        -1.072380E-08        
4.784279E-02        -6.112962E-08        1.832133E-09        -8.054610E-08        -1.070444E-08        
4.779981E-02        -6.054843E-08        1.808951E-09        -8.040298E-08        -1.068512E-08        
4.775687E-02        -5.997226E-08        1.786039E-09        -8.026010E-08        -1.066583E-08        
4.771397E-02        -5.940108E-08        1.763396E-09        -8.011746E-08        -1.064658E-08        
4.767111E-02        -5.883485E-08        1.741018E-09        -7.997507E-08        -1.062736E-08        
4.762829E-02        -5.827353E-08        1.718902E-09        -7.983292E-08        -1.060818E-08        
4.758550E-02        -5.771709E-08        1.697045E-09        -7.969102E-08        -1.058904E-08        
4.754276E-02        -5.716548E-08        1.675445E-09        -7.954936E-08        -1.056993E-08        
4.750005E-02        -5.661867E-08        1.654099E-09        -7.940794E-08        -1.055086E-08        
4.745738E-02        -5.607662E-08        1.633004E-09        -7.926676E-08        -1.053182E-08        
4.741475E-02        -5.553929E-08        1.612158E-09        -7.912583E-08        -1.051281E-08        
4.737215E-02        -5.500665E-08        1.591557E-09        -7.898514E-08        -1.049385E-08        
4.732960E-02        -5.447866E-08        1.571200E-09        -7.884469E-08        -1.047491E-08        
4.728708E-02        -5.395529E-08        1.551083E-09        -7.870448E-08        -1.045601E-08        
4.724460E-02        -5.343649E-08        1.531205E-09        -7.856451E-08        -1.043715E-08        
4.720216E-02        -5.292223E-08        1.511562E-09        -7.842478E-08        -1.041832E-08        
4.715976E-02        -5.241249E-08        1.492151E-09        -7.828529E-08        -1.039953E-08        
4.711739E-02        -5.190721E-08        1.472972E-09        -7.814605E-08        -1.038077E-08        
4.707507E-02        -5.140637E-08        1.454020E-09        -7.800704E-08        -1.036204E-08        
4.703278E-02        -5.090994E-08        1.435293E-09        -7.786827E-08        -1.034335E-08        
4.699053E-02        -5.041787E-08        1.416790E-09        -7.772974E-08        -1.032470E-08        
4.694832E-02        -4.993013E-08        1.398507E-09        -7.759144E-08        -1.030608E-08        
4.690614E-02        -4.944669E-08        1.380442E-09        -7.745339E-08        -1.028749E-08        
4.686401E-02        -4.896752E-08        1.362593E-09        -7.731557E-08        -1.026894E-08        
4.682191E-02        -4.849258E-08        1.344957E-09        -7.717799E-08        -1.025042E-08        
4.677985E-02        -4.802184E-08        1.327533E-09        -7.704065E-08        -1.023194E-08        
4.673782E-02        -4.755526E-08        1.310317E-09        -7.690354E-08        -1.021349E-08        
4.669584E-02        -4.709281E-08        1.293308E-09        -7.676667E-08        -1.019507E-08        
4.665389E-02        -4.663447E-08        1.276504E-09        -7.663003E-08        -1.017669E-08        
4.661198E-02        -4.618019E-08        1.259901E-09        -7.649363E-08        -1.015834E-08        
4.657011E-02        -4.572994E-08        1.243498E-09        -7.635747E-08        -1.014003E-08        
4.652827E-02        -4.528370E-08        1.227293E-09        -7.622154E-08        -1.012174E-08        
4.648648E-02        -4.484142E-08        1.211283E-09        -7.608584E-08        -1.010350E-08        
4.644472E-02        -4.440309E-08        1.195467E-09        -7.595038E-08        -1.008528E-08        
4.640299E-02        -4.396866E-08        1.179841E-09        -7.581515E-08        -1.006710E-08        
4.636131E-02        -4.353811E-08        1.164405E-09        -7.568016E-08        -1.004896E-08        
4.631966E-02        -4.311141E-08        1.149156E-09        -7.554539E-08        -1.003084E-08        
4.627805E-02        -4.268852E-08        1.134092E-09        -7.541086E-08        -1.001276E-08        
4.623648E-02        -4.226941E-08        1.119210E-09        -7.527657E-08        -9.994717E-09        
4.619495E-02        -4.185406E-08        1.104509E-09        -7.514250E-08        -9.976704E-09        
4.615345E-02        -4.144243E-08        1.089988E-09        -7.500867E-08        -9.958723E-09        
4.611199E-02        -4.103450E-08        1.075643E-09        -7.487507E-08        -9.940776E-09        
4.607057E-02        -4.063023E-08        1.061473E-09        -7.474169E-08        -9.922861E-09        
4.602918E-02        -4.022960E-08        1.047476E-09        -7.460855E-08        -9.904980E-09        
4.598783E-02        -3.983257E-08        1.033649E-09        -7.447564E-08        -9.887131E-09        
4.594652E-02        -3.943911E-08        1.019992E-09        -7.434296E-08        -9.869315E-09        
4.590524E-02        -3.904921E-08        1.006502E-09        -7.421051E-08        -9.851532E-09        
4.586401E-02        -3.866282E-08        9.931780E-10        -7.407829E-08        -9.833781E-09        
4.582281E-02        -3.827992E-08        9.800169E-10        -7.394629E-08        -9.816063E-09        
4.578164E-02        -3.790049E-08        9.670175E-10        -7.381453E-08        -9.798377E-09        
4.574052E-02        -3.752449E-08        9.541780E-10        -7.368299E-08        -9.780724E-09        
4.569943E-02        -3.715190E-08        9.414964E-10        -7.355168E-08        -9.763103E-09        
4.565837E-02        -3.678268E-08        9.289712E-10        -7.342060E-08        -9.745515E-09        
4.561736E-02        -3.641682E-08        9.166004E-10        -7.328974E-08        -9.727958E-09        
4.557638E-02        -3.605428E-08        9.043823E-10        -7.315911E-08        -9.710434E-09        
4.553544E-02        -3.569503E-08        8.923153E-10        -7.302871E-08        -9.692942E-09        
4.549453E-02        -3.533906E-08        8.803976E-10        -7.289854E-08        -9.675482E-09        
4.545366E-02        -3.498633E-08        8.686275E-10        -7.276859E-08        -9.658054E-09        
4.541283E-02        -3.463681E-08        8.570034E-10        -7.263886E-08        -9.640658E-09        
4.537204E-02        -3.429049E-08        8.455236E-10        -7.250936E-08        -9.623294E-09        
4.533128E-02        -3.394733E-08        8.341864E-10        -7.238008E-08        -9.605961E-09        
4.529056E-02        -3.360731E-08        8.229903E-10        -7.225103E-08        -9.588661E-09        
4.524987E-02        -3.327040E-08        8.119336E-10        -7.212220E-08        -9.571392E-09        
4.520922E-02        -3.293658E-08        8.010147E-10        -7.199360E-08        -9.554154E-09        
4.516861E-02        -3.260582E-08        7.902321E-10        -7.186522E-08        -9.536948E-09        
4.512804E-02        -3.227810E-08        7.795842E-10        -7.173706E-08        -9.519774E-09        
4.508750E-02        -3.195338E-08        7.690695E-10        -7.160913E-08        -9.502631E-09        
4.504699E-02        -3.163166E-08        7.586864E-10        -7.148141E-08        -9.485519E-09        
4.500653E-02        -3.131289E-08        7.484334E-10        -7.135392E-08        -9.468439E-09        
4.496610E-02        -3.099707E-08        7.383090E-10        -7.122665E-08        -9.451390E-09        
4.492570E-02        -3.068415E-08        7.283119E-10        -7.109960E-08        -9.434372E-09        
4.488535E-02        -3.037413E-08        7.184404E-10        -7.097277E-08        -9.417385E-09        
4.484502E-02        -3.006697E-08        7.086931E-10        -7.084617E-08        -9.400429E-09        
4.480474E-02        -2.976265E-08        6.990687E-10        -7.071978E-08        -9.383504E-09        
4.476449E-02        -2.946115E-08        6.895656E-10        -7.059361E-08        -9.366610E-09        
4.472428E-02        -2.916244E-08        6.801826E-10        -7.046766E-08        -9.349747E-09        
4.468410E-02        -2.886651E-08        6.709181E-10        -7.034193E-08        -9.332914E-09        
4.464396E-02        -2.857332E-08        6.617709E-10        -7.021642E-08        -9.316113E-09        
4.460386E-02        -2.828285E-08        6.527395E-10        -7.009113E-08        -9.299342E-09        
4.456379E-02        -2.799509E-08        6.438226E-10        -6.996606E-08        -9.282601E-09        
4.452376E-02        -2.771001E-08        6.350190E-10        -6.984120E-08        -9.265892E-09        
4.448376E-02        -2.742758E-08        6.263271E-10        -6.971656E-08        -9.249212E-09        
4.444380E-02        -2.714779E-08        6.177459E-10        -6.959214E-08        -9.232563E-09        
4.440387E-02        -2.687062E-08        6.092739E-10        -6.946794E-08        -9.215945E-09        
4.436399E-02        -2.659603E-08        6.009099E-10        -6.934395E-08        -9.199357E-09        
4.432413E-02        -2.632401E-08        5.926527E-10        -6.922017E-08        -9.182799E-09        
4.428432E-02        -2.605454E-08        5.845009E-10        -6.909662E-08        -9.166271E-09        
4.424454E-02        -2.578759E-08        5.764534E-10        -6.897328E-08        -9.149773E-09        
4.420479E-02        -2.552315E-08        5.685089E-10        -6.885015E-08        -9.133306E-09        
4.416508E-02        -2.526119E-08        5.606662E-10        -6.872724E-08        -9.116868E-09        
4.412541E-02        -2.500170E-08        5.529241E-10        -6.860454E-08        -9.100461E-09        
4.408577E-02        -2.474465E-08        5.452814E-10        -6.848206E-08        -9.084083E-09        
4.404616E-02        -2.449001E-08        5.377370E-10        -6.835979E-08        -9.067735E-09        
4.400660E-02        -2.423778E-08        5.302897E-10        -6.823773E-08        -9.051417E-09        
4.396706E-02        -2.398793E-08        5.229383E-10        -6.811589E-08        -9.035129E-09        
4.392757E-02        -2.374043E-08        5.156817E-10        -6.799426E-08        -9.018870E-09        
4.388811E-02        -2.349528E-08        5.085189E-10        -6.787284E-08        -9.002641E-09        
4.384868E-02        -2.325245E-08        5.014485E-10        -6.775163E-08        -8.986442E-09        
4.380929E-02        -2.301191E-08        4.944697E-10        -6.763064E-08        -8.970272E-09        
4.376994E-02        -2.277366E-08        4.875812E-10        -6.750986E-08        -8.954131E-09        
4.373062E-02        -2.253767E-08        4.807821E-10        -6.738929E-08        -8.938020E-09        
