# Finite Temperature QED corrections for dP_int/dT. [dP_int/dT] = MeV^3
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      dP_int/dT (e^4)      dP_int/dT (e^5)      
2.202824E-02        -2.284115E-16        3.798148E-20        -1.257066E-10        -1.664796E-11        
2.200845E-02        -2.233658E-16        3.681423E-20        -1.253682E-10        -1.660313E-11        
2.198868E-02        -2.184274E-16        3.568186E-20        -1.250306E-10        -1.655843E-11        
2.196893E-02        -2.135943E-16        3.458334E-20        -1.246940E-10        -1.651384E-11        
2.194920E-02        -2.088642E-16        3.351771E-20        -1.243582E-10        -1.646938E-11        
2.192948E-02        -2.042351E-16        3.248400E-20        -1.240234E-10        -1.642504E-11        
2.190978E-02        -1.997048E-16        3.148129E-20        -1.236894E-10        -1.638081E-11        
2.189010E-02        -1.952713E-16        3.050866E-20        -1.233564E-10        -1.633671E-11        
2.187043E-02        -1.909327E-16        2.956526E-20        -1.230243E-10        -1.629272E-11        
2.185079E-02        -1.866869E-16        2.865022E-20        -1.226930E-10        -1.624885E-11        
2.183116E-02        -1.825322E-16        2.776272E-20        -1.223627E-10        -1.620510E-11        
2.181155E-02        -1.784665E-16        2.690195E-20        -1.220332E-10        -1.616147E-11        
2.179195E-02        -1.744882E-16        2.606714E-20        -1.217046E-10        -1.611795E-11        
2.177238E-02        -1.705953E-16        2.525751E-20        -1.213769E-10        -1.607455E-11        
2.175282E-02        -1.667861E-16        2.447234E-20        -1.210501E-10        -1.603127E-11        
2.173328E-02        -1.630589E-16        2.371091E-20        -1.207242E-10        -1.598811E-11        
2.171375E-02        -1.594120E-16        2.297251E-20        -1.203991E-10        -1.594506E-11        
2.169425E-02        -1.558436E-16        2.225648E-20        -1.200750E-10        -1.590213E-11        
2.167476E-02        -1.523523E-16        2.156216E-20        -1.197516E-10        -1.585931E-11        
2.165529E-02        -1.489364E-16        2.088890E-20        -1.194292E-10        -1.581661E-11        
2.163584E-02        -1.455943E-16        2.023608E-20        -1.191076E-10        -1.577402E-11        
2.161640E-02        -1.423245E-16        1.960311E-20        -1.187869E-10        -1.573155E-11        
2.159698E-02        -1.391255E-16        1.898940E-20        -1.184671E-10        -1.568919E-11        
2.157758E-02        -1.359958E-16        1.839438E-20        -1.181481E-10        -1.564695E-11        
2.155820E-02        -1.329340E-16        1.781749E-20        -1.178300E-10        -1.560482E-11        
2.153883E-02        -1.299387E-16        1.725820E-20        -1.175128E-10        -1.556280E-11        
2.151948E-02        -1.270084E-16        1.671599E-20        -1.171963E-10        -1.552090E-11        
2.150015E-02        -1.241418E-16        1.619035E-20        -1.168808E-10        -1.547911E-11        
2.148084E-02        -1.213376E-16        1.568079E-20        -1.165661E-10        -1.543743E-11        
2.146154E-02        -1.185945E-16        1.518683E-20        -1.162522E-10        -1.539586E-11        
2.144226E-02        -1.159112E-16        1.470801E-20        -1.159392E-10        -1.535441E-11        
2.142300E-02        -1.132864E-16        1.424388E-20        -1.156270E-10        -1.531307E-11        
2.140375E-02        -1.107190E-16        1.379399E-20        -1.153157E-10        -1.527184E-11        
2.138453E-02        -1.082077E-16        1.335793E-20        -1.150052E-10        -1.523072E-11        
2.136532E-02        -1.057512E-16        1.293529E-20        -1.146956E-10        -1.518971E-11        
2.134612E-02        -1.033486E-16        1.252565E-20        -1.143868E-10        -1.514881E-11        
2.132695E-02        -1.009986E-16        1.212864E-20        -1.140788E-10        -1.510802E-11        
2.130779E-02        -9.870017E-17        1.174387E-20        -1.137716E-10        -1.506734E-11        
2.128865E-02        -9.645217E-17        1.137098E-20        -1.134653E-10        -1.502677E-11        
2.126953E-02        -9.425354E-17        1.100961E-20        -1.131598E-10        -1.498631E-11        
2.125042E-02        -9.210326E-17        1.065941E-20        -1.128551E-10        -1.494596E-11        
2.123133E-02        -9.000030E-17        1.032006E-20        -1.125512E-10        -1.490572E-11        
2.121226E-02        -8.794365E-17        9.991215E-21        -1.122482E-10        -1.486559E-11        
2.119320E-02        -8.593233E-17        9.672571E-21        -1.119459E-10        -1.482556E-11        
2.117416E-02        -8.396539E-17        9.363817E-21        -1.116445E-10        -1.478564E-11        
2.115514E-02        -8.204188E-17        9.064655E-21        -1.113439E-10        -1.474583E-11        
2.113614E-02        -8.016088E-17        8.774795E-21        -1.110441E-10        -1.470613E-11        
2.111715E-02        -7.832149E-17        8.493956E-21        -1.107451E-10        -1.466653E-11        
2.109818E-02        -7.652281E-17        8.221865E-21        -1.104469E-10        -1.462704E-11        
2.107923E-02        -7.476399E-17        7.958258E-21        -1.101496E-10        -1.458766E-11        
2.106029E-02        -7.304416E-17        7.702877E-21        -1.098530E-10        -1.454838E-11        
2.104137E-02        -7.136251E-17        7.455473E-21        -1.095572E-10        -1.450921E-11        
2.102247E-02        -6.971822E-17        7.215804E-21        -1.092622E-10        -1.447014E-11        
2.100359E-02        -6.811048E-17        6.983635E-21        -1.089680E-10        -1.443118E-11        
2.098472E-02        -6.653851E-17        6.758738E-21        -1.086746E-10        -1.439232E-11        
2.096587E-02        -6.500155E-17        6.540891E-21        -1.083820E-10        -1.435357E-11        
2.094703E-02        -6.349886E-17        6.329879E-21        -1.080902E-10        -1.431492E-11        
2.092822E-02        -6.202968E-17        6.125495E-21        -1.077992E-10        -1.427638E-11        
2.090942E-02        -6.059331E-17        5.927535E-21        -1.075089E-10        -1.423794E-11        
2.089063E-02        -5.918904E-17        5.735804E-21        -1.072194E-10        -1.419961E-11        
2.087187E-02        -5.781617E-17        5.550111E-21        -1.069307E-10        -1.416137E-11        
2.085312E-02        -5.647404E-17        5.370271E-21        -1.066428E-10        -1.412324E-11        
2.083439E-02        -5.516198E-17        5.196104E-21        -1.063557E-10        -1.408522E-11        
2.081567E-02        -5.387933E-17        5.027437E-21        -1.060693E-10        -1.404729E-11        
2.079697E-02        -5.262548E-17        4.864102E-21        -1.057837E-10        -1.400947E-11        
2.077829E-02        -5.139979E-17        4.705933E-21        -1.054989E-10        -1.397175E-11        
2.075962E-02        -5.020165E-17        4.552773E-21        -1.052148E-10        -1.393413E-11        
2.074097E-02        -4.903047E-17        4.404466E-21        -1.049315E-10        -1.389661E-11        
2.072234E-02        -4.788567E-17        4.260864E-21        -1.046490E-10        -1.385919E-11        
2.070373E-02        -4.676667E-17        4.121821E-21        -1.043672E-10        -1.382188E-11        
2.068513E-02        -4.567291E-17        3.987197E-21        -1.040862E-10        -1.378466E-11        
2.066655E-02        -4.460385E-17        3.856855E-21        -1.038060E-10        -1.374754E-11        
2.064798E-02        -4.355895E-17        3.730663E-21        -1.035265E-10        -1.371053E-11        
2.062943E-02        -4.253768E-17        3.608492E-21        -1.032477E-10        -1.367361E-11        
2.061090E-02        -4.153952E-17        3.490217E-21        -1.029697E-10        -1.363680E-11        
2.059239E-02        -4.056398E-17        3.375718E-21        -1.026925E-10        -1.360008E-11        
2.057389E-02        -3.961056E-17        3.264877E-21        -1.024160E-10        -1.356346E-11        
2.055541E-02        -3.867878E-17        3.157581E-21        -1.021402E-10        -1.352694E-11        
2.053694E-02        -3.776816E-17        3.053720E-21        -1.018652E-10        -1.349052E-11        
2.051849E-02        -3.687824E-17        2.953187E-21        -1.015909E-10        -1.345420E-11        
2.050006E-02        -3.600858E-17        2.855877E-21        -1.013174E-10        -1.341797E-11        
2.048164E-02        -3.515871E-17        2.761691E-21        -1.010446E-10        -1.338184E-11        
2.046325E-02        -3.432822E-17        2.670530E-21        -1.007725E-10        -1.334581E-11        
2.044486E-02        -3.351667E-17        2.582301E-21        -1.005012E-10        -1.330988E-11        
2.042650E-02        -3.272364E-17        2.496912E-21        -1.002306E-10        -1.327404E-11        
2.040815E-02        -3.194874E-17        2.414273E-21        -9.996072E-11        -1.323830E-11        
2.038981E-02        -3.119156E-17        2.334299E-21        -9.969157E-11        -1.320265E-11        
2.037150E-02        -3.045172E-17        2.256905E-21        -9.942315E-11        -1.316711E-11        
2.035320E-02        -2.972882E-17        2.182012E-21        -9.915545E-11        -1.313165E-11        
2.033491E-02        -2.902250E-17        2.109540E-21        -9.888847E-11        -1.309630E-11        
2.031665E-02        -2.833238E-17        2.039413E-21        -9.862221E-11        -1.306103E-11        
2.029840E-02        -2.765812E-17        1.971558E-21        -9.835667E-11        -1.302587E-11        
2.028016E-02        -2.699936E-17        1.905902E-21        -9.809184E-11        -1.299079E-11        
2.026194E-02        -2.635575E-17        1.842377E-21        -9.782773E-11        -1.295582E-11        
2.024374E-02        -2.572697E-17        1.780915E-21        -9.756432E-11        -1.292093E-11        
2.022556E-02        -2.511267E-17        1.721451E-21        -9.730163E-11        -1.288614E-11        
2.020739E-02        -2.451255E-17        1.663921E-21        -9.703964E-11        -1.285145E-11        
2.018924E-02        -2.392628E-17        1.608265E-21        -9.677836E-11        -1.281684E-11        
2.017110E-02        -2.335356E-17        1.554424E-21        -9.651778E-11        -1.278233E-11        
2.015298E-02        -2.279408E-17        1.502339E-21        -9.625790E-11        -1.274792E-11        
2.013488E-02        -2.224755E-17        1.451954E-21        -9.599873E-11        -1.271359E-11        
2.011679E-02        -2.171369E-17        1.403217E-21        -9.574025E-11        -1.267936E-11        
2.009872E-02        -2.119220E-17        1.356074E-21        -9.548247E-11        -1.264522E-11        
2.008066E-02        -2.068281E-17        1.310474E-21        -9.522538E-11        -1.261117E-11        
2.006262E-02        -2.018526E-17        1.266369E-21        -9.496898E-11        -1.257722E-11        
2.004460E-02        -1.969927E-17        1.223711E-21        -9.471327E-11        -1.254335E-11        
2.002659E-02        -1.922459E-17        1.182453E-21        -9.445825E-11        -1.250958E-11        
2.000860E-02        -1.876096E-17        1.142551E-21        -9.420392E-11        -1.247590E-11        
1.999063E-02        -1.830814E-17        1.103962E-21        -9.395028E-11        -1.244231E-11        
1.997267E-02        -1.786587E-17        1.066643E-21        -9.369731E-11        -1.240880E-11        
1.995473E-02        -1.743394E-17        1.030554E-21        -9.344503E-11        -1.237539E-11        
1.993680E-02        -1.701209E-17        9.956550E-22        -9.319343E-11        -1.234207E-11        
1.991890E-02        -1.660012E-17        9.619082E-22        -9.294250E-11        -1.230884E-11        
1.990100E-02        -1.619778E-17        9.292764E-22        -9.269225E-11        -1.227570E-11        
1.988312E-02        -1.580487E-17        8.977238E-22        -9.244267E-11        -1.224265E-11        
1.986526E-02        -1.542117E-17        8.672156E-22        -9.219377E-11        -1.220968E-11        
1.984742E-02        -1.504648E-17        8.377183E-22        -9.194554E-11        -1.217681E-11        
1.982959E-02        -1.468058E-17        8.091991E-22        -9.169797E-11        -1.214402E-11        
1.981178E-02        -1.432329E-17        7.816264E-22        -9.145107E-11        -1.211132E-11        
1.979398E-02        -1.397440E-17        7.549699E-22        -9.120484E-11        -1.207871E-11        
