# Finite Temperature QED corrections for P_int. [P_int] = MeV^4
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           P_int (e^2)          P_int (e^3)          P_int (e^4)          P_int (e^5)          
7.702859E-01        -4.299650E-04        4.520198E-05        -1.308311E-06        -1.083519E-07        
7.695939E-01        -4.282681E-04        4.503186E-05        -1.302922E-06        -1.080308E-07        
7.689026E-01        -4.265778E-04        4.486237E-05        -1.297556E-06        -1.077106E-07        
7.682119E-01        -4.248939E-04        4.469349E-05        -1.292212E-06        -1.073913E-07        
7.675218E-01        -4.232165E-04        4.452524E-05        -1.286889E-06        -1.070729E-07        
7.668323E-01        -4.215456E-04        4.435761E-05        -1.281589E-06        -1.067553E-07        
7.661434E-01        -4.198810E-04        4.419060E-05        -1.276310E-06        -1.064387E-07        
7.654552E-01        -4.182228E-04        4.402421E-05        -1.271053E-06        -1.061229E-07        
7.647676E-01        -4.165710E-04        4.385842E-05        -1.265818E-06        -1.058080E-07        
7.640806E-01        -4.149255E-04        4.369325E-05        -1.260604E-06        -1.054940E-07        
7.633942E-01        -4.132863E-04        4.352868E-05        -1.255411E-06        -1.051809E-07        
7.627084E-01        -4.116534E-04        4.336472E-05        -1.250240E-06        -1.048686E-07        
7.620233E-01        -4.100268E-04        4.320137E-05        -1.245091E-06        -1.045572E-07        
7.613387E-01        -4.084064E-04        4.303862E-05        -1.239962E-06        -1.042467E-07        
7.606548E-01        -4.067922E-04        4.287646E-05        -1.234855E-06        -1.039370E-07        
7.599715E-01        -4.051842E-04        4.271491E-05        -1.229768E-06        -1.036283E-07        
7.592888E-01        -4.035824E-04        4.255395E-05        -1.224703E-06        -1.033203E-07        
